data,label
proses cepat,positif
isi bagus mines notifikasi bloatware jalan mulu dan tidak bisa dihilangkan biasanya promo iklan,
mau pengembalian barang tapi kurirnya tidak datang akhirnya komplain ketutup sendiri dianggap membeli,
aplikasi aneh dan tidak laku banyak toko yang di blokir gmn mau bersaing dengan toko sebelah owner nya kelewat tolol,
saya tidak akan pernah berbelanja di tokopedia lagi banyak toko yang menjual barang tidak layak mohon ditindaklanjuti,
proses cepat dan mudah,positif
kenapa ini aplikasi tokopedia mu masuk ke tagihan tokopedia card saja sudah hari tidak bisa masuk bagaimana saya bayar jika tidak bisa masuk ke menu tagihan tokopedia card,
coba benarkan lagi sistem tokopedia card nya mau bayar dipersulit ada aja alesanya seperti koneksi internetlah terus harus tunggu menit lah padahal udah ditungguin sampai besoknya tetep aja tidak bisa masa masalah kyk gini tidak hilang hilang dan masalahnya sampai berhari hari,
sekarang tokopedia aneh pertama saya beli di tokopedia bisa cash on delivery pas udah beli saya mau beli lagi udah tidak bisa cash on delivery mau beli apapun juga memang aneh,
aplikasi ini sudah milik cina pki bukan aplikasi milik anak bangsa lagi wkwk konoha indo udah dibeli sama cina,
bagus,positif
kurir id express sering chat setelah kirim paket lalu meminjam uang sebaiknya pakai si cepat saja karena si cepat kurirnya sopan jasa pengiriman jne malas antar ke rumah suka minta kita ke jalan ambil di jalan utama jt juga malas antar ke rumah malas turun dari motor kita yang harus nyamperin ke motor,
sekarang jadi stupid banget fitur pencarian di tokopedia jelasjelas barangnya ada di toko dan di ketik sesuai nama barang tetap muncul barang tidak ditemukan membuat malas saja cari barang di tokopedia sejauh ini terus menurun kualitas app tokopedia,
oke bagus,positif
nebar iklan di mana mana saya tidak suka,
oke baik,positif
gan setelah di update fitur feed update di tokopedia nya kok tidak bisa di scroll ya,
ini dulu semoga lancar jaya,netral
kok macet mau bayar,
tidak seperti dulu,
pembayaran pakai gopay saldonya selalu tidak terdeteksi padahal udah ditopup ehh saldo gopay tabungan malah yang tampil giliran di topup ke gopay tabungan ehh malah saldo utama yang tampil hal hasil saya harus bagus up dua duanya baru bisa,
terimahkasih,positif
beli diskon dapat kupon event kemarenan disuruh tf dl baru dapat potonganbayar rbstlh diitung eh harga normal cm free ongkirgimik hanya beli kopi pcs jatohny satuanrbmau bangkrut cukup x ja,
koneksi timeout mulu knpa dah babhi,
aplikasi buruk sekali sudah beli pesanan tidak dikirim minta dikembalikan malah saldo pakai acara ditahan sangat menyulitkan pembeli jangan sampai ada lagi yang ketipu sama aplikasi ini,
ko akun saya tidak bisa klaim voucher sih,
error yang tidak pernah fix setiap update aplikasi ketika melihat foto ulasan geser bawah atas kanan kiri hampir gabisa perbaiki dong admin ngehambat banget error itu,
bagus,positif
belanja di sini jarang yang bisa cash on delivery,
sangat baik membantu saya,positif
tolong dibuat virtual account kyk aplikasi shopee bisa buat berbagai macam virtual account msal bsi bisa virtual account untuk produk krna kami mau booking dulu barang baru bayar kalau disini harus bayar dulu sdgkn kalau mau beli produk baru lagi jdi produk pertama hilang karna sdh beli produk kedua tolong diperbaiki makasih,
simpellengkapcepat,
sukses,
filternya buruk tidak kyk dulu cari barang harus ulang filter terus saat kembali sortirnya juga sekarang ngawur kenapa malah jelek daripada yang dulu,
memuaskan produk paling lengkap ya di tokopedia apapun dicari pasti ada mantap,
bagus mangtap minus kebanyakan error tapi oke,
mantap toko pedia,
keren,
jika pesan barang terus kita tidak mengisi reting toko bisa otomatis mengisi sendiri wkwkwk,
sangat bagus,
perbaikan yang bagus,
tim tokopedia care sangat tidak profesional,
cekatan,
mau tolong tambah kan fitur masukan pin dulu klo mau belanja online karena yang sekarang terlalu mudah belanja tinggal klik hanya langsung di proses nanti buat alasan costumer nge return dengan alsan kepencet kasihan orang kurirnya ini untuk di tokopedia maupun di tiktok shop ya,
semakin lemah saya cekout tidak ada respon sampai seminggu duakali ulang hadeuh parah,
aplikasi ini sangat tidak jelas dalam pelayanan maslah barang cacat sudah kirim bukti tetapi di tidak ada solusi di tambah pelayanan customer service tidak manusiawi tidak mendengar keluhan dan selalu tutup komplain ketika komplain aplikasi ini buruk sekali,
bagus hanya ongkir nya sangat mahal dari harga barang jadi total mohon di kurangi sedikit harga ongkir nya,netral
anjinglah saya setiap kali pesan kurir nya kurang ramah tidak ada konfirmasi lagi kapan pengantaran paket nya cobalah di berbaiki untuk proses pengantaran paket nya,
bagus,
status pengiriman bisa dicek langsung di aplikasi,netral
tidak bisa update,
fitur wishlist kadang nggak nampilin semua barang,netral
mudah cepat dan praktis,
hemat banget sangat membantu,
tidak bisa beli pakai cash on delivery padahal sayang sekali banyak orang yang ingin beli di tokopedia karena kualitasnya dan barang barang nya bagus bagus mau beli vape pod enggak bisa beli mau jadi langganan vape pod tetapi metode pembayaran nya debit toko bagus hanya metode nya yang buruk ini saran tolong langsung di ubah langsung,netral
sekarang belanja di tokopedia tidak bisa bayar di tempat,
sangat bagus trmksh,
bagus,
customer service tidak membantu promo yang didapat tidak sesuai cashback tidak diterima,
ongkir nya ter parah se online lainhanya bagus paylater nyabeli x barang tidak terkirim kirimtoko nya pada tidak amanahtutup saja,
gan metode pilihan pembayaran susah di buka tolong di perbaiki mw belanja jadi susah,
mau ganti nomor aja susahnya minta ampun anjg ribet hidop kamu,
bagus,
jangan di install aplikasi penipu diskon saat mau beli diskonnya hilang sayangi waktu kalian pakai aplikasi lain,
banyakin gratis ongkir agar tambah maju,netral
sekarang tokpedia parah yasaya komplain atas penipuan yang saya alami sudah beberpa hari tidak di tanggapi,
mantap,
bagus markotop lah ,
rekomendasi kurirnya tidak bagus pengiriman dekat bisa minggu lebih,
mantap,
semua pelayanan sangat lambat chat penjual pun tidak ada respon penjemputan kurir sampai hari masih disuruh tunggu hari lagimasa iya proses sampai seminggu baru dikirim itupun kalau dikirim,
sip deh,
bagus aplikasinya enak di pakai,
aplikasi error tambah keranjang selalu terjadi kesalaha susah buat beli produk berbeda dalam toko pengiriman tampilannya aja yang sok modern kupon promo nya juga tidak bisa dipakai alias ngibul,
saya mesen barang tiba tiba dicancel karena kesalahan penetapan hargauang saya tidak dikembalikan persen,
bagus parcaya,
tolong tambahkan sisitem cash on delivery di metode pembayaran,netral
menu halaman mudah dipake,
pada tanggal oktober lalu saya sudah transfer uang buat beli amplifier yamaha tapi ternyata barang sdah habis lalu saya menanyakan dana dikembalikan saya tapi akun saya justru diblokirdan setelah akun saya aktif lagi saya tidak bisa melihat data transaksi saya dan dana dikembalikan saya belum dikembalikan sampai sekarang liciknya tokopedia ialah memblokir akun saya hiingga setelah saya aktif lagi dengan akun baru saya tidak bisa lihat data transaksi saya,
sangat membantu,
ini gimana sih mau buka all chat malah muncul kolom rekomendasi tidak penting banget anjir mau chat seller lama gaisa diperbaiki lagi lah kamu sistimnya,
cari barang barang elektronika di toko pedia lebih lengkap lebih murah mendapatkan pelayanan terbaik,
posting lebih dahulu resep search,netral
sangat mudah,
sangat membantu sekali dari segala proses pembayaran dan pengiriman,
sangat tidak profesional dalam menangani kendala apabila terjadi keterlambatan kurir dan ternyata tidak ada jaminan bahwa barang yang kita beli terlambat atau bahkan tidak sampai tidak berubah ni tokopedia malah sekarang tidak bisa komplain memang tidak pernah menghargai konsumen,
ekspedisi rekomendasi tokopedia tidak jelas untuk tokopedia kalau mau beri layanan gratis ongkir yang niat apa,
pembayaran sekaligus error mau bayar pulsa pascabayar dan pdam sekaligus tidak bs error terus,
kecewa dengan toko pedia banyak toko penipunya mending cari yang lain aja mana malah admin toko pedia bantuin penipunya,
tidak suka banget sama sistem pengiriman sekarang tidak bisa pilih ekspedisi dipaksa pakai kurir rekomendasi masalahnya paket sering di over ke berbagai ekspedisi yang membuat paket ber putar ber putar disitu,
mantap,
jujur semakin sini kok semakin banyak aja ya error nya,
opsi alasan pembatalan pembelian harusnya ditambahi barang tidak ready stock tapi ditampilkan di etalase dengan sengaja,
tidak jelas buka aplikasi mental lagi buka aplikasi mental lagi hapus tidak aja lah,
pelayanan customer service buruk pelayanan bantuankonsultasi buruk pengaduan buruk,
lumayan baik,netral
admin tolong tokotoko yang sudah tidak aktif berjualan jangan di tampilkan di pencarian atau kasih penjelasan kapan terahir online penjual aku sudah cekhout berkalikali saya tunggu tidak di kirimkirim ternyata tokonya udah lama tidak jualan tolong tampilkan saja tokotoko yang masih aktif,netral
bagus,
membuang uangku terima kasih tokopedia,
tepat waktu,
tokopedia ini gaje produk lebel gratis ongkir tp minimal jt kamu mau beli apa cokk taik,
ckp kecewa habis beli barangnya eh ternyata ad yang lebih bagus murah kenapa tidak pas ngesearch ditunjukin ya kecewa berat,
online shop terbaik,
alhamdulillah puas,
terima kasih tokopedia sukses selalu,
aplikasi bisa dipakai buat liat barang yang lagi diskon,netral
customer service chat live tidak menjawab beda dengan customer service si oren cepat tanggap,
oke mantap,
saya suka belanja di tokopedia,
belanja puas tidak ada tipu saldo saya rp ribu bisa belanja lagi barang serupa yaitu jaring pagar ayam,
respon cepat,
tampilan terbaru buat pencarian tidak sesuai produk yang cari saja nyusahin,
respon chat pengaduan lambat tidak lagi dah,
sangat memuaskan,
tolong lah di notifikasi gratis ongkir waktu checkout g ada kuponnya tokopedia tidak se bagus yang dulu,
mantap tokopedia proses mudah dan cepat,
tadi siang saya checkout langsung ada no resi ketika saya mau batalkan tidak ada fiturnya kalau sekarang saya checkout tidak ada respon dari penjual otomatis saya batalkan,
cinta tokopedia saya sangat senang banget karna harga di sini murah murah dan juga berkualitas untuk kebutuhan pc saya terima kasih banyak ya tokopedia,
oke mantaasp,
kapok belanja di tokopedia pengiriman melebihi batas tanggal estimasi yang di tentukan tolong kerja sama nya agar sama sama enak,
semakin banyak error salah satunya nama produk tidak sinkron contoh kamera dslr canon eos r tapi saat di klik malah masuk ke barang yang lain,
sangat baik,
itur search di aplikasi bisa dipakai buat nyari barang yang mau dibel,netral
bentar bentar di suruh update aplikasi klo tidak update aplikasinya tidak bisa d buka niat mau belanja malah update aplikasi sambil tunggu download kelar iseng buka aplikasi oranye kmudian nemu produk yang dicari terus cek out di aplikasi oranye selesai update aplikasi toko pedia klik keluar karena produk yang mau d beli sudah di cek out di toko oranye kata untuk toko pedia payah,
karena ada kendala pengiriman saya chat agen tapi terakhir sebelum sesi chat selesai eh tahu akun tokopedia saya logout sendiri setelah login malah semua promo ilang dan nga bisa pakai promo gratis ongkir dan lainnya padahal lagi butuh belanja di tokopedia sudah chat agen lagi tapi belum balas,
sudah lama pakai tokopedia dan merasa bagus dengan official storenya tapi sekarang kecewa karena pengiriman id express yang tidak niat mengirim barang selalu meretur secara sepihak,
sangat memuaskan mantap,
bintang buangbuang waktu belanja di tokopedia pesanan tidak diproses malah tunggu habis waktu cancel by systembagusan shopee ini tokopedia tidak jelas trackingnya emang sih gratis ongkir tp kurir beda apa boleh selemot ini,
cepat,
paket saya ketahan kurir ninja express udah hari plis lah tolong pengajuan pengembalian juga tidak bisa hedeh,
semakin banyak seller penipu tokopedia lambat respo hati akum ilang,
mau beli jaket harganya rebu ongkir rebu padahal sama d pulau jawa pantas aja peminat tokopedia sudah tidak ada dan pindah k shopee dan lain lain,
bagus sekali pengiriman cepat,
payah tokopedia sekarang saya mau melakukan komplain sangat sulit customer service nya berteletele mau tarik saldo tokopedia dipersulit padahal saya pelanggan lama tokopedia kalau kinerjanya seperti ini bentar lagi aplikasi ini bakal punah sama toko oren sangat tidak recomended tokopedia sekarang,
suka belanja di tokopedia barang bagus,
mohon lebih banyak lagi gratis ongkir,netral
basa tidak sih jangan ganggu orang main game,
ada transaksi saya bermasalah dengan satu toko toko tersebut tidak mau bertanggungjawab atas barang yang rusak saya minta dikembalikan dan pengembalian dana berbagai cara minta pertanggungjawaban sama sekali tidak membuahkan hasil mengadu ke aplikasi sama aja tidak ada solusinya maaf saya kasih bintang,
tolong customer service tokopedia menertibkan seller yang tidak bertanggung jawab umumnya seller yang kasih discount kebanyakan penipu,
penampilan oke dan sangat baik dan bagus tingkatkan tpi ada kendala benar parah masa klo preorder kan sampai hari kerja ini malah lebih sampai hari kerja dan dalam po kan hari kerja saya kan butuh barang tersebut dan status nya belum berubah masih diorder blom berubah jadi dikirim ini saya minta koreksi dari pihak tokopedia untuk segera menegur oknum penjual itu tolong y tokopedia yang terhormat,
belanja di tokopedia praktis cepat terjamin dan bertanggung jawab tks tokopedia,
kenapa daftar barang dalam keranjang sebagian besar hilang,
saya hamper kena tipu hati hati hp kalin di retas,
kenapa lagi ini admin tokopedia nya ada tulisannya bisa cash on delivery tapi pasa mau klik bayar tidak bisapembayaran di tempat tidak bisa di klik,
sangat mudah dan gampang dengan tokopedia,
tolong error dan error nya di perbaiki di bagian pencarian nya dong,
jadi tidak nyaman sekarang belanja di tokopedia banyak error bugngetik kata kunci apa yang keluar apaongkir mahal dan lain lain,
banyak error jaringan lancar tapi tidak bisa bayar belanjaan udah lama² misahin barang eh begitu dipesan tidak bisa tolong diperbaiki,
oke lah walaupun tidak seperti shoope yang banyak gratis ongkir,
aplikasi sampah banyak toko penipuan hati buat yang lain yang pengen belanja di tokopedia banyak toko penipuan nya,
pelit gratis ongkir,
baik,
lagi dan lagi parah nih sistem tokopedia tidak ada perbaikan pembatalan sepihak saldo sdh kembali tapi voucher tidak dikembalikan war apaan susah dapatinnya tapi sekali dapat dipakai dibatalkan sepihak penjual kurang ajar semakin parah lagi tokopedia juga sepihak membatalkan promoudah pindah ke marketplace sebelah lebih enaksiap uninstall,
ribet amat kalau komplain di toko pedia bisa berharihari di aplikasi sebelah jam selesai diproses itu sebabnya tokopedia layak di tinggalkan,
saya ambil bintang nya lagi terlalu banyak penipuan di tokopedia saat ini saya beberapakali kena tipu ketika laporan tidak ditanggapi maaf dengan ini saya dan keluarga berhenti di tokopedia,
entah kenapa tidak bisa buka review barang ditoko lain tidak bisa mereview barang yang dibeli sudah bberapa hari ini,
saya sangat puas belanja disini banyak toko yang bagus dan bertanggu jawab serta akses pembayarannya yang paling mudah dibandingkan dengan yang lain,
saya dikasi iklan dewasa mulu udah akrifkan fitur safe search rekomendasi isinya corn brator anj aplikasi tidak ramah sekali,
sisa saldo tokopedia tidak bisa ditambahkan,
tokopedia memang mantap,
pengen belanja disini tapi malas kurirnya pke jasa pengiriman jne kurir paling lambat didunia apalagi kurir jasa pengiriman jne kota palu pling lambat di indonesia,
toko ijo adalah olshop yang sangat mentaati aturan iklan google tidak seperti apl² olshop sblh yang pada pasang bot autoclick iklan yang mn kita gadak klik iklan mlh terklik otomatis toko ijo ini lebih suka klik iklan yang sah n betul² diklik dengan sengaja oleh manusia tampa campur tangan bot apapun,
bagus,
aplikasi nya bagus tapi sayang saya pernah pesan sesuatu dikirim lambattelat hari dan tokopedia ini tidak menyediakan gpsmap tempat berada si kurir berada jadi otomatis saya kebingungan dan pas saya cek di lacak eh malah pesanan menjauh dari rumah saya saya menjadi sangat bingung pokonya kasih solusi untuk kedepannya ya,
toko penipu dibiarkan berkeliaran agar yang transaksi di tokopedia tetap banyak parah,
baru kali ini menghadapi customer service platform belanja yang tidak niat bantu disuruh tunggu lama engga kasih solusi jawab seperti bot,
jualan di tokopedia ribet mau uploud harus ke tokopedia seller udah ke tokopedia seller harus tautkan ke tiktokbikin simple lah kaya sebelah mau tautkan atau tidak ya tidak masalah,
tidak lagi lagi dah,
kalau membuat iklan jangan maksa lah saya lagi ekspor di capcut malah tiba² ke aplikasi tokopedia padahal g mencet apa²,
mantap,
maaf kak yaapadahal sudah mulai suka belanja di online shopp tokopedia inipilihan productnya banyak dan harga bisa lebih murahbanyak promo dibanding aplikasi yang lain cuma tolong di perhatikan kak hampir semua barang pas mau di chekout kok selalu eror siih gangguan terus servernya ndk bisa pesan barang sllu muncul tulisan ada gangguan di topedgangguan di topedtolong di upgread lagi agar lancar sistemnnyathanks,
terimakasih bagus banget aplikasinya,
loadingnya lama untuk mengganti metode pembayaran tolong diperbaiki,
setelah sekian lama akhirnya kecewa berat mending putus hubungan kerja sama sama id expres tidak profesional banget paket ditahan lama diambil di gudang gabisa kecewa poll,
sukaa banget belanja di sinii ongkir nyaa murahh murahh banyak diskonn,
bisa liat promo atau diskon,netral
terimakasih tokopedia sudah banyak membantu dengan fitur paylater nya satu lagi sekedar saran admin info status pesanan sedang dikirim nya jangan pakai bahasa inggris rada tidak ngerti maksud nyapake bahasa indonesia aja jasa pengiriman juga perbanyak jasa kurir yang mendukung jangan hanya jasa pengiriman jnt jasa pengiriman jne ke bagian pedesaan banyak yang kurang mendukung jasa kurir diatas itu adapun sering lambat meleset dari estimasi,
uang ke konci semua di aplikasi ini tidak bisa di ambil tidak bisa isi saldonya pula,
tolong kak untuk vt di tiktok apa salah nya sih kak pakai gambar saya tidak punya sampel dan saya juga tidak merugikan seller mintaminta sampel saya di tiktok membuat vt bergambar akhirakhir ini di kasih poin pdhal sebelumx nya cuma di sanksi tolong kebijakan nya dirubah kak ini kok jadi takut mau berkreasi lewat vt saya cuma affiliate kecil,
pusat resolusi seperti berhadapan sama robot,
cukup membantu untuk melengkapi kebutuhan,
jangan pernah beli produk digital dari tokopedia pelayanan buruk dan lama,
kembali kan uang batal belanja lamaa,
aplikasinya bermasalah slalu blk lagi mohon perbaiki,
trima kasih tokopedia,
platform dengan after sales yang sangat mengkhawatirkan kalau pembelian ada masalah komplain pihak cust service dan minta bantuan selalu no respon sangat menakutkan kalau transaksi yang bernilai spt beli handphone atau elektronik yang ada harga mending cari platform lain deh,
tidak jelas mau mencari barang malah error terus aplikasi nya,
barangnya mahal diatas harga pasar gimik pakai voucher malah jadi harga normal pengguna baru tidak ada promo adapun juga harga normal,
bagus banget jirlah,
mantap,
jelek jangan di install,
kenapa saya tidak bisa mendownload aplikasi ini ya,
kenapa aplikasi ini jadi lambat bangetpadahal saya buka youtube lancar buka instagram buka aplikasi lain juga lancar tapi pas buka tokopedia kenapa jadi lambat,
oke bagus sekali,
tokopedia semakin sini semakin kesana sering error tidak jelas tidak kaya dulu semakin berat,
terbaik emang tokopedia klo mau tarik saldo dari tokoed cepat mudah dan tidak ada biaya terbaik klo batal pun dan bisa kembali keren love tokopedia,
tuempek aplikasine,
bagus banget,
baru kali saya buka aplikasi tokopedia,
tolong ganti si cepat udah reting buruk memnag lambat tidak pernah tepat bad attitude parah,
saya kalau belanja di toko pedia seringnya di cancel otomatis karena tokonya yang kurang amanah tiga hari pesanan statusnya proses terus,
aplikasi sampah tidak bisa tarik saldo dikembalikan alasan email belum di verifikasi padahal sudah lebih tahun saya pakai tokopediaminggu kemarin juga bisa tarik dan tidak bisa komunikasi langsung dengan customer service nya juga paylater nya tidak bisa di pakai padahal tidak ada kendala pembayaran tidak pernah telat bayar,
mantap jiwa,
pertama kali pakai toko pedia bagus up flaz tidak masuk customer service susah di hubungi,
terbaik tokopedia,
bagus,
kok tidak bisa beri rating ya ke penjual,netral
hai tokopedia ini saya belanja x dan semua tidak bisa saya lacak saya juga sdh bayar gimana status pesenan saya donk membuat susah aja ama yang model baru ini kembali ke yang lama aja lah,
cepat dan mantap,
ongkir mahal padahal aku pengguna baru di kasih ongkir k anying,
sngat kecewa dengan jasa kurir yang di pakai tokopedia,
pelayanan cepat,
error tidak bisa dibukak,
parah sih toko paling susah dikembalikan nga seperti di s l cepat banget untuk dikembalikan dan paket hilang sampai di telpon customer service juga lah di sini x dikembalikan pertama beli helm lumayan juga rb klaim dikembalikan susahnya minta ampun harus ngisi link sana sini harusnya yang ngisi link customer service malah costumer dan harus tiap hari kita chat customer service masalah refundretur udah seperti layaknya pengemis yang minta uangnya sendiri wkwk pantes aja penipuan tokokped merajalela,
aplikasi ribet mau masuk aja berteletele,
aplikasi tokopedia sekarang sangat jelek masa fitur chat dengan penjual itu sekarang susah nyarinya tidak ada lagi di bawah seperti yang dulu please lah jangan menyusahkan kita dalam berkomunikasi dengan penjual menanyakan barang,
aplikasi abalabal penjual barang banyak yang jual barang tiruan pihak ketiga juga mendukung barang tiruan wajib dilaporkan di media nasional saja agar ditutup ecommerce tokopedia,
kenapa saya tidak bisa pke tik tok paylater yaahh,
jadi lambat terus serba susah mau belanja pembayaran sekarang ini di tokopedia haduh padahal pelanggan setia lama sama tokopedia,
simple dan mudah di gunakan mantapp dah pokoke,
gratis ongkir ternyata hanya ilusi,
bagus,
banyak penipu,
ini pengalaman pahit lagi ditoped pengembalian dana saya tidak kunjung diproses padahal setelah order lewat estimasi sudah dikomplen dan tim investigasi sudah menyampaikantapi sampai saat ini masih diulang ulangjadi barang tidak dapat uang juga tidak kembali pokoknya ribet kecewa solusi lewat tanya sudah ke chat langsung sudah terus harus kemana lagi,
olshop paling lambat pengirimannya bahkan same day pun dua hari,
lambat banget tolong perbaiki hingga mulus seperti yang lain supaya user juga nyaman,
nice and baik,
bagus,
serius keranjang dibatasin engga mau dibeli apa gimana sih tokopedia,
belinya cuma bisa pas ada promo,netral
tokopedia kalau beri voucher sangat royal tidak kaya ecommerce yang lain sukses selalu dan jaya,
pelayanan tokopedia care hanya bot jadi jawabannya terbatas,netral
ni tokopedia kenapa lagi si ko selalu ada gangguanemang server nye knpe lagi atau lambat ude gitu ni aplikasi kaya tirani masa komplain tidak boleh kata belum tentu tidakn beradab tapi perbuatan itu jelas menentukan apakah itu beradab atau tidak,
saya belum pernah,netral
apa ini mau pesan malah promo tidak berlaku habisin waktu aja buat pilih barang aplikasi kikir,
mencari hasil yang sesuai kesukaanku,
mantap,
tolong dong kenapa yah mau tarik saldo dikembalikan ke rekening di reject mulu dan jumlah uangnya bukan yang kecil bagi saya tolong penjelasannya saya berharap jawaban yang membantu,
komplain barang sangat merugikan pembeli sangat lamban dalam penanganan setelah komen ini saya uninstall tokopedia,
sangat mempermudah untuk belanja,
menyesal setelah update bebas ongkir awalnya hanya rebu jadi rebu,
parah banget udah sebulan untuk pengembalian barang masih belum juga asli parah banget ini mendingan pindah ke shopee aja,
oke,
terpercaya toko ya dan ada tokopedia cart nya itu sangan membantu dan memudahkan bertransaksi,
aplikasi membuat lambat berat banget di buka nya makan ram dan jaringan nya parah,
burik lah langganan tambah saya tiba tiba dibatalkan,
aplikasi nya sudah terinstall,netral
aplikasi sering logout sendiri,
pesanan tidak kunjung datang status dalam pengiriman terusbarang tidak datang datang,
bagus sekali,
belanja disini sangat nyaman dan banyak promo belanja sini sangat nyaman dan banyak promo nya,
tokopedia oke banget,
oke,
update itu agar semakin bagus app nya ini malah semakin jelek,
parah semenjak gabung tiktok,
hancur semenjak gabung tiktokaturan tiktok merugikan penjual,
g jelas waktu bayar sesuai bill setelah dibayar muncul invoice lagi dan ternyata kurang karna ada biaya layanan kenapa pas belum dibayar aja dicantumin semua bill ya aneh dan tiba pesanan dibatalkan tanpa konfirmasi karna belum bayar biaya layanan kenapa g diinfo aja sebelumnya,
mudah dipahamii dan banyak bonusnya,
sebagai user saya kurang puas karena seller ada yang kurang respon di chat tidak ada balasan untuk pesanan di keterangan di proses sampai akhirnya batal sediri inisangat buang waktu,
penjual barang botot,
infonya bermanfaat untuk saya,
tambah buruk,
banyak penipu dan pihak aplikasi tidak ada tanggung jawab,
mantap aplikasi tokopedia jadi hemat belanja aplikasi tokopedia serba murah murah semoga kedepannya di tingkatkan lagi ya,
nyaman dalam bertransaksi dan aman,
mantap,
heran pesan barang di tokopedia keseringan dibatalkan sistem mau cepat malah tambah lambat jadinya kacau,
aplikasi tik pesanan sudah di nanti tapi tiba tiba di batalkan sistem tidak guna,
alur pengembalian barangnya susah ribet saya beli barang dibalikin malah dibalikin lagi sama si tokonya hesh fak u customer service tokopedia full ai,
aplikasi toko pedia jangan terlalu sering update versi data ya,
buat dropshipper kak,netral
saya harap apus data saya di gopay pinjam karna data saya di tolak untuk gopay pinjam saya akan laporkan ke pada pihak yang berwajib kalau data saya di gunakan yang tidak benar,
tolong kasih keterangan seller aktif sekian hari lalu sering beli disini zonk ternyata seller tidak aktif terus mesin pencariannya udah tidak kaya dulu kalau sekarang tidak asik yang dicari apa yang muncul apa,
saya jualan di tiktokshop hasil penjualan saya dana tidak bisa di tarik,
belanja tidak nyaman dan tidak aman barang datang rusak pengajuan klaim lama bertele tele padahal sudah pakai asuransi pengiriman pun malah di tolak percuma bayar lebih tidak guna masih mending di shopee klaim gampang tidak pakai ribet sat set uang kembali barang di jemput kapok belanja di tokopedia mana barang nya mahal mahal dah lah uninstall aja,
sekarang barang serinh nyasar dan admin tokopedia tidak ada tanggung jawabnya,
gue kasih bintang karna kurang memuaskan,
csnya kocak saya tanya kendala malah di akhiri chatnya ama customer service,
buruk sekali kenapa semakin sini semakin buruk tadi saya mau belanja tapi tidak jadi malah saldo dana kepotong dan tidak ada transaksi belanjanya,
mudah untuk belanja banya pilihan dan bonus,
lancar transaksinya,
banyakin promo nya,netral
kecewa di th ketmu penjual toko penipu bermana firman onderdil uang saya tidak balik rb respon lambat di pusat resolusi baiklah udah muak banget minggu tidak balik dana beli dari sini,
tokopedia kenapa riwayat transaksi saya hilang padahal nominal transaksinya tidak sedikit loh,
punya limit diatas jt tiba dipotong jadi jt itupun tidak bisa dipakai wkwkwk padahal tidak pernah telat bayar untung sisa tagihan tinggal dikit bayar lunas dan siap unistall,
chat sama customer service susah buka susah lagi tidak bisa malahan punya karyawan tidak ini perusahaan retur barang salah kirim dana tunggu di terima penjual baru dikembalikan alih di kembalikan di fitnah penjual barang bukan barang dia alhasil barang tidak dapat uang hilang kapok aplikasi sampah,
pusat resolusi nya lambat,
ini bahaya saya membeli barang di tokopedia kemudian barang di batalkan oleh penjual dan saldo dikembalikan saya di tarik oleh sarah siapa itu sarah saya aja tidak kenal,
sangat mudah untuk berbelanja,
bisa beli apa apa aja di tokopedia,netral
update terus tp masih bynk kndalasprti mau byr aja loading terus gagal terus jdny,
alhamdulillah bagus respon dikembalikan responsif,
tampilan membingungkan,
ongkir terlalu mahalaq coba langganan rb perbulan tetap kena onkir rbrb itu pun paling banyak baranglewat dari itu langsung melonjak sampai rb lebih lebih mantap pakai shopee,
pantes saja banyak yang pindah ke toko orange w beli obat di apotek online tokopedia dari tanggal sampai sekarang tanggal gada tokonya gada solusi tokopedia lemoott pelayanannya jasa ninja express mengecewakan,
mantap proses cepat bisa jadi langganan karna kualitas barang bagus,
hati belanja di sini klo barang yang dikirim tidak sesuai tidak bisa di retur banyaplk penipuan di tokopedia hati,
lebih dari tahun belanja ahirnya pindah ke sopeemasa kita retur barang suruh bayar ongkos sendirienak belanja di sopeeretur tanpa bayar ongkirduit langsung balik,
da beberapa pilihan metode pembayaran di aplikasi,netral
bagus banyak promo menarik sangat keren untuk tokopedia ini mantap,
bsi belum bisa dipakai buat virtual account,netral
pelayanan nya tidak jelas manajemen nya ancur,
mantap,
oke sekali banyak voucher,
komplain lambat diatasi customer service juga lambat menangani keluhan terkait pengiriman susah dapat informasi yang pasti semakin ancur aja tokopedia tidak kaya shopee lebih cepat dalam memberikan solusi dalam memberikan kepuasan pembeli saat ada kendala dalam transaksi tolong tokopedia belajar lagi aja ke manajemen shopee,
setelah diupdate tidak bisa pembayaran melalui gopay,
saya berlangganan fitur tambah tapi tidak bisa saya pakai vouchernya saya rugi sudah bayar rb tpi voucher tidak bisa terpakai pdahal di keterangan masih aktif sampai november tpi tidak bisa terpakai sama sekali ternyata di aplikasi ini suka menipu pelanggan suka mengambil uang pelanggan tidak amanah begitu pun customer service nya menjawab nya lama cuek dan jawaban yang diberikan tidak sesuai pertanyaan,
paling terbaik,
mengecewakan kebocoran data yang terjadi,
puas,
notifikasi udah di matiin semua masih aja tiap hari di kirim notifikasi promosi tidak jelas membuat orang kesel tidak pernah dibenerin lagi,
transaksi tidak bisa berjalan lancar,
oke sekali,
layanan bagus,
transaksi jadi lebih mudah dan murah dengan berbagai promo,
